,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Phone,CityTier_1,CityTier_2,CityTier_3,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Others,PreferedOrderCat_Phone,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
0,-0.7373428613336014,-1.17913365761705,0.09307427712496226,-0.6740319007419515,-0.7741852201088515,1.8825942479052673,1.585086748414736,-1.3018304064945827,-0.3859342452597218,-0.6817433273848237,0.15056349870920976,-0.3513694322695245,-0.638604440371757,0.6386044403717572,-1.3665090335506422,-0.21212765159852126,1.5070652389524062,-0.6791601065566305,-0.31659899811416203,1.1987996309115716,-0.3502182414153437,-0.2819993379153752,1.2265628104527464,-1.2265628104527464,-0.41508879377396984,-0.27978722317729543,1.3216743431737314,-0.22201467363652513,-0.7653618628063295,-0.420963046937978,-1.0632035644975393,1.4615610539028858,True
1,-0.1326989064068731,-0.9316274517528601,0.09307427712496226,0.30277554695525544,-0.049514844190839305,1.0976562203640845,1.585086748414736,-0.18662777186314372,-0.923868386717965,-0.6817433273848237,-1.2499112823992962,-1.14488650590726,-0.638604440371757,0.6386044403717572,0.7317917228850433,-0.21212765159852126,-0.6635412815274817,-0.6791601065566305,-0.31659899811416203,-0.8341677576590478,-0.3502182414153437,3.5461076163947904,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,-0.756616034172763,-0.22201467363652513,1.3065715037503043,-0.420963046937978,-1.0632035644975393,1.4615610539028858,True
2,-0.1326989064068731,1.790940812753229,-1.3244797538839463,0.30277554695525544,-0.049514844190839305,0.7051872065934931,1.585086748414736,-0.46542843052100347,-0.923868386717965,-0.6817433273848237,-0.4096264137341926,-1.1574916964185435,-0.638604440371757,0.6386044403717572,0.7317917228850433,-0.21212765159852126,-0.6635412815274817,-0.6791601065566305,-0.31659899811416203,1.1987996309115716,-0.3502182414153437,-0.2819993379153752,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,-0.756616034172763,-0.22201467363652513,1.3065715037503043,-0.420963046937978,-1.0632035644975393,1.4615610539028858,True
3,-1.221058025274984,-0.0653557312281954,-1.3244797538839463,0.30277554695525544,1.399825907645185,1.490125234134676,-0.6308802978765119,2.0437774973997342,-0.923868386717965,-0.6817433273848237,-0.4096264137341926,-0.877127862304673,-0.638604440371757,0.6386044403717572,-1.3665090335506422,-0.21212765159852126,1.5070652389524062,-0.6791601065566305,-0.31659899811416203,1.1987996309115716,-0.3502182414153437,-0.2819993379153752,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,1.3216743431737314,-0.22201467363652513,-0.7653618628063295,-0.420963046937978,-1.0632035644975393,1.4615610539028858,True
4,-1.221058025274984,-0.43661504002448026,0.09307427712496226,-0.6740319007419515,1.399825907645185,-0.4722198347182811,-0.6308802978765119,-1.3018304064945827,-0.3859342452597218,-0.6817433273848237,-0.4096264137341926,-0.9680072197005397,-0.638604440371757,0.6386044403717572,0.7317917228850433,-0.21212765159852126,-0.6635412815274817,1.4724068600996618,-0.31659899811416203,-0.8341677576590478,-0.3502182414153437,-0.2819993379153752,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,-0.756616034172763,-0.22201467363652513,1.3065715037503043,-0.420963046937978,-1.0632035644975393,1.4615610539028858,True
5,-1.221058025274984,0.8009159892964693,0.09307427712496226,1.2795829946524624,1.399825907645185,-0.8646888484888725,1.585086748414736,1.7649768387418745,1.227868179115008,1.053805458583064,0.7107534111526121,-0.7730333858243961,1.5659145736879942,-1.565914573687994,0.7317917228850433,-0.21212765159852126,-0.6635412815274817,-0.6791601065566305,-0.31659899811416203,1.1987996309115716,-0.3502182414153437,-0.2819993379153752,1.2265628104527464,-1.2265628104527464,-0.41508879377396984,-0.27978722317729543,-0.756616034172763,-0.22201467363652513,1.3065715037503043,-0.420963046937978,-1.0632035644975393,1.4615610539028858,True
6,-0.1326989064068731,-0.5603681429565752,-1.3244797538839463,-0.6740319007419515,-0.7741852201088515,-0.07975082094768969,-0.6308802978765119,-0.46542843052100347,-0.923868386717965,-0.6817433273848237,-1.2499112823992962,-1.1456997440047618,-0.638604440371757,0.6386044403717572,-1.3665090335506422,-0.21212765159852126,1.5070652389524062,-0.6791601065566305,3.158569692123319,-0.8341677576590478,-0.3502182414153437,-0.2819993379153752,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,1.3216743431737314,-0.22201467363652513,-0.7653618628063295,2.3755054209005992,-1.0632035644975393,-0.684199949998425,True
7,-0.1326989064068731,-1.17913365761705,0.09307427712496226,-0.6740319007419515,-0.7741852201088515,-0.4722198347182811,1.585086748414736,0.09217288679471602,0.15199989619852136,-0.3346335701912461,-1.2499112823992962,-1.103614672459025,-0.638604440371757,0.6386044403717572,0.7317917228850433,-0.21212765159852126,-0.6635412815274817,1.4724068600996618,-0.31659899811416203,-0.8341677576590478,-0.3502182414153437,-0.2819993379153752,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,-0.756616034172763,-0.22201467363652513,1.3065715037503043,2.3755054209005992,-1.0632035644975393,-0.684199949998425,True
8,0.35101625753450955,-0.8078743488207651,0.09307427712496226,0.30277554695525544,-0.049514844190839305,-0.8646888484888725,1.585086748414736,-0.46542843052100347,-0.923868386717965,-0.6817433273848237,-0.6897213699558938,-1.024323957952564,-0.638604440371757,0.6386044403717572,-1.3665090335506422,-0.21212765159852126,1.5070652389524062,-0.6791601065566305,-0.31659899811416203,-0.8341677576590478,2.8553624047641866,-0.2819993379153752,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,-0.756616034172763,-0.22201467363652513,1.3065715037503043,2.3755054209005992,-1.0632035644975393,-0.684199949998425,True
9,-0.1326989064068731,1.914693915685324,-1.3244797538839463,1.2795829946524624,-0.049514844190839305,-0.8646888484888725,-0.6308802978765119,-1.023029747836723,-0.3859342452597218,-0.6817433273848237,-0.969816326177595,-1.103614672459025,-0.638604440371757,0.6386044403717572,0.7317917228850433,-0.21212765159852126,-0.6635412815274817,-0.6791601065566305,-0.31659899811416203,1.1987996309115716,-0.3502182414153437,-0.2819993379153752,-0.8152864178483301,0.8152864178483301,-0.41508879377396984,-0.27978722317729543,-0.756616034172763,-0.22201467363652513,1.3065715037503043,-0.420963046937978,-1.0632035644975393,1.4615610539028858,True
